"","INSTNM","CITY","STABBR","LATITUDE","LONGITUDE","ACTCMMID","ACTENMID","ACTMTMID","ACTWRMID","INSTURL","ADM_RATE","TUITIONFEE_IN","TUITIONFEE_OUT","OPEID","SAT_AVG","SATMTMID","SATVRMID","SATWRMID","PCT_WHITE","PCT_BLACK","PCT_ASIAN","PCT_HISPANIC"
"116","Roberto-Venn School of Luthiery","Phoenix","AZ","33.45489","-112.086161","NULL","NULL","NULL","NULL","www.roberto-venn.com","NULL","NULL","NULL",2113800,"NULL","NULL","NULL","NULL","84.0699996948242","4","3.02999997138977","12.0699996948242"
"117","Hair Academy of Safford","Safford","AZ","32.835363","-109.726795","NULL","NULL","NULL","NULL","hairacademysafford.com","NULL","NULL","NULL",3005000,"NULL","NULL","NULL","NULL","75.4899978637695","1.74000000953674","0.61000001430511","32.5900001525878"
"118","Scottsdale Community College","Scottsdale","AZ","33.51135","-111.885186","NULL","NULL","NULL","NULL","www.scottsdalecc.edu","NULL","2094","7878",830400,"NULL","NULL","NULL","NULL","80.8099975585937","3.04999995231628","2.24000000953674","16.3199996948242"
"119","South Mountain Community College","Phoenix","AZ","33.382406","-112.032635","NULL","NULL","NULL","NULL","www.southmountaincc.edu","NULL","2094","7878",2146600,"NULL","NULL","NULL","NULL","60.3699989318847","8.36999988555908","1.8400000333786","42.7999992370605"
"120","Arizona Christian University","Phoenix","AZ","33.595117","-112.026211","20","18","20","NULL","www.arizonachristian.edu","0.5916","23896","23896",711300,"963","500","474","NULL","82.2699966430664","2.34999990463256","2.39000010490417","19.7099990844726"
"121","Tucson College","Tucson","AZ","32.222353","-110.882243","NULL","NULL","NULL","NULL","www.tucsoncollege.edu","NULL","NULL","NULL",446700,"NULL","NULL","NULL","NULL","72.3300018310547","3.92000007629394","1.90999996662139","33.060001373291"
"122","Universal Technical Institute of Arizona Inc","Avondale","AZ","33.453005","-112.288123","NULL","NULL","NULL","NULL","www.uti.edu","NULL","NULL","NULL",822100,"NULL","NULL","NULL","NULL","73.5999984741211","7.3600001335144","4.42000007629394","19.8600006103515"
"123","Western International University","Tempe","AZ","33.403294","-111.964527","NULL","NULL","NULL","NULL","www.west.edu","NULL","6000","6000",2171500,"NULL","NULL","NULL","NULL","74.5299987792968","13.8800001144409","2.84999990463256","11.6999998092651"
"124","Empire Beauty School-NW Phoenix","Phoenix","AZ","33.538093","-112.118168","NULL","NULL","NULL","NULL","www.empire.edu","NULL","NULL","NULL",945915,"NULL","NULL","NULL","NULL","64.2799987792968","5.46999979019165","1.82000005245208","43.1599998474121"
"125","Yavapai College","Prescott","AZ","34.547495","-112.453395","NULL","NULL","NULL","NULL","www.YC.EDU","NULL","2280","9120",107900,"NULL","NULL","NULL","NULL","86.3099975585937","0.93999999761581","0.83999997377395","11.0900001525878"
"126","University of Arkansas at Little Rock","Little Rock","AR","34.723254","-92.339778","22","23","21","NULL","ualr.edu/www/","0.8983","8061","19499",110100,"1029","505","490","NULL","70.0500030517578","26.0699996948242","1.01999998092651","2.56999993324279"
"127","University of Arkansas for Medical Sciences","Little Rock","AR","34.749048","-92.320046","NULL","NULL","NULL","NULL","www.uams.edu","NULL","NULL","NULL",110900,"NULL","NULL","NULL","NULL","79.3399963378906","16.4500007629394","0.86000001430511","2.97000002861022"
"128","Arkansas Baptist College","Little Rock","AR","34.734751","-92.290555","NULL","NULL","NULL","NULL","www.arkansasbaptist.edu","NULL","8760","8760",108700,"NULL","NULL","NULL","NULL","50.8600006103515","44.6699981689453","1.02999997138977","3.47000002861023"
"129","Arkansas Beauty School-Little Rock","Little Rock","AR","34.672171","-92.343366","NULL","NULL","NULL","NULL","arkbeautyschool.com","NULL","NULL","NULL",3005100,"NULL","NULL","NULL","NULL","51.060001373291","44.3400001525878","0.93000000715255","3.4300000667572"
"130","Arkansas Beauty College","Russellville","AR","35.27902","-93.135369","NULL","NULL","NULL","NULL","www.arkansasbeautycollegersvlar.com/","NULL","NULL","NULL",3997300,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"131","Lyon College","Batesville","AR","35.777619","-91.625354","24","24","24","NULL","www.lyon.edu","0.7417","26290","26290",108800,"1099","535","498","NULL","88.7099990844726","6.86999988555908","0.93000000715255","3.13000011444091"
"132","Arkansas College of Barbering and Hair Design","North Little Rock","AR","34.753843","-92.266429","NULL","NULL","NULL","NULL","www.arkansascollegeofbarbering.com","NULL","NULL","NULL",3023400,"NULL","NULL","NULL","NULL","50.7799987792968","45.25","0.75999999046325","2.90000009536743"
"133","Arthur's Beauty College Inc-Fort Smith","Fort Smith","AR","35.379955","-94.410967","NULL","NULL","NULL","NULL","www.arthursbeautycollege.com","NULL","NULL","NULL",2363500,"NULL","NULL","NULL","NULL","81.370002746582","5.63999986648559","2.97000002861022","6.38999986648559"
"134","University of Arkansas","Fayetteville","AR","36.070009","-94.176981","26","25","27","NULL","www.uark.edu","0.632","8820","23168",110800,"1170","565","550","NULL","84.9499969482422","7.80999994277954","1.48000001907348","5.21999979019165"
"135","University of Arkansas at Pine Bluff","Pine Bluff","AR","34.244031","-92.018683","19","18","18","NULL","www.uapb.edu","0.4193","6898","12988",108600,"894","475","477","NULL","42.9199981689453","52.7000007629394","0.95999997854232","3.94000005722045"
"136","Arkansas State University-Beebe","Beebe","AR","35.074176","-91.895351","NULL","NULL","NULL","NULL","www.asub.edu","NULL","3480","5580",109100,"NULL","NULL","NULL","NULL","91.8399963378906","5.26999998092651","0.41999998688697","1.87000000476837"
"137","Arkansas State University-Main Campus","Jonesboro","AR","35.842388","-90.679988","24","23","24","NULL","www.astate.edu/","0.704","8200","14260",109000,"1090","560","509","NULL","83.2600021362304","13.9499998092651","0.49000000953674","1.92999994754791"
"138","Arkansas Tech University","Russellville","AR","35.293237","-93.13562","NULL","NULL","NULL","NULL","www.atu.edu","0.6391","6624","11880",108900,"NULL","NULL","NULL","NULL","89.7600021362304","5.53999996185302","0.60000002384185","3.65000009536743"
"139","University of Arkansas at Monticello","Monticello","AR","33.590909","-91.811153","NULL","NULL","NULL","NULL","www.uamont.edu/","NULL","7210","13060",108500,"NULL","NULL","NULL","NULL","64.1800003051757","32.6399993896484","0.40000000596046","2.84999990463256"
"140","Arthur's Beauty College Inc-Jacksonville","Jacksonville","AR","34.891572","-92.102579","NULL","NULL","NULL","NULL","arthursbeautycollege.com","NULL","NULL","NULL",2538500,"NULL","NULL","NULL","NULL","74.6399993896484","22.2800006866455","0.62999999523162","1.78999996185302"
"141","Baptist Health College-Little Rock","Little Rock","AR","34.713115","-92.40692","21","20","20","NULL","https://www.bhclr.edu","0.7826","9194","9194",3105200,"970","NULL","NULL","NULL","75.9499969482422","20.9200000762939","0.68000000715255","1.92999994754791"
"142","Black River Technical College","Pocahontas","AR","36.239793","-90.951033","NULL","NULL","NULL","NULL","www.blackrivertech.edu","NULL","2904","5304",2052200,"NULL","NULL","NULL","NULL","96.3000030517578","1.48000001907348","0.15000000596046","0.99000000953674"
"143","University of Central Arkansas","Conway","AR","35.077945","-92.457672","24","24","23","NULL","www.uca.edu","0.8978","8224","14447",109200,"1082","500","465","NULL","79.8000030517578","16.5699996948242","0.72000002861022","2.50999999046325"
"144","Central Baptist College","Conway","AR","35.083838","-92.445021","22","21","21","NULL","www.cbc.edu","0.6195","15000","15000",109300,"1018","453","438","NULL","83.2799987792968","12.4600000381469","0.81000000238418","2.98000001907348"
"145","Cossatot Community College of the University of Arkansas","De Queen","AR","34.043389","-94.3673","NULL","NULL","NULL","NULL","www.cccua.edu/","NULL","3015","6345",2220900,"NULL","NULL","NULL","NULL","79","12.6099996566772","0.25999999046325","9.17000007629394"
"146","Crowley's Ridge College","Paragould","AR","36.064845","-90.584395","NULL","NULL","NULL","NULL","www.crc.edu/","NULL","12500","12500",109500,"NULL","NULL","NULL","NULL","89.6900024414062","7.26999998092651","0.47999998927116","2.28999996185302"
"147","Crowley's Ridge Technical Institute","Forrest City","AR","35.039816","-90.767321","NULL","NULL","NULL","NULL","www.crti.tec.ar.us","NULL","1350","1350",704400,"NULL","NULL","NULL","NULL","58.7200012207031","39.3199996948242","0.37999999523162","2.53999996185302"
"148","East Arkansas Community College","Forrest City","AR","35.041655","-90.767726","NULL","NULL","NULL","NULL","https://WWW.EACC.EDU","NULL","2850","3660",1226000,"NULL","NULL","NULL","NULL","57.0299987792968","40.7999992370605","0.43000000715255","3.15000009536743"
"149","Eastern College of Health Vocations-Little Rock","Little Rock","AR","34.75128","-92.341891","NULL","NULL","NULL","NULL","www.easterncollege.edu","NULL","NULL","NULL",2272400,"NULL","NULL","NULL","NULL","58.7299995422363","37.5400009155273","0.87999999523162","2.78999996185302"
"150","Imagine-Paul Mitchell Partner School","North Little Rock","AR","34.789913","-92.222202","NULL","NULL","NULL","NULL","paulmitchell.edu/littlerock","NULL","NULL","NULL",3124900,"NULL","NULL","NULL","NULL","64.1299972534179","32.2599983215332","0.77999997138977","2.32999992370605"
"151","National Park College","Hot Springs","AR","34.512687","-93.119248","NULL","NULL","NULL","NULL","www.np.edu","NULL","3200","4580",1210500,"NULL","NULL","NULL","NULL","88.870002746582","7.57000017166137","0.4699999988079","2.67000007629394"
"152","University of Arkansas Community College-Batesville","Batesville","AR","35.792923","-91.615852","NULL","NULL","NULL","NULL","www.uaccb.edu","NULL","2262","3942",2073500,"NULL","NULL","NULL","NULL","95.1900024414062","2.19000005722045","0.46000000834465","1.35000002384185"
"153","Harding University","Searcy","AR","35.247337","-91.726041","25","26","24","NULL","www.harding.edu","0.7018","18635","18635",109700,"1135","545","555","NULL","84.5299987792968","8.89999961853027","1.82000005245208","5.73000001907348"
"154","Henderson State University","Arkadelphia","AR","34.128155","-93.059703","22","22","21","NULL","www.hsu.edu","0.6611","8340","15180",109800,"1030","585","439","NULL","78.7900009155273","16.4799995422363","0.76999998092651","4.30000019073486"
"155","Hendrix College","Conway","AR","35.101565","-92.443256","29","31","28","NULL","www.hendrix.edu","0.771","42440","42440",109900,"1287","610","620","NULL","81.620002746582","11.7700004577636","2.00999999046325","5.55999994277954"
"156","Hot Springs Beauty College","Hot Springs","AR","34.496057","-93.037277","NULL","NULL","NULL","NULL","hotspringsbeautycollege.com","NULL","NULL","NULL",3007100,"NULL","NULL","NULL","NULL","88.4599990844726","8.44999980926513","0.43999999761581","2.30999994277954"
"157","Jefferson Regional Medical Center School of Nursing","Pine Bluff","AR","34.187831","-92.018045","NULL","NULL","NULL","NULL","www.jrmc.org","NULL","NULL","NULL",2330800,"NULL","NULL","NULL","NULL","66.3000030517578","31.4400005340576","0.47999998927116","1.32000005245208"
"158","John Brown University","Siloam Springs","AR","36.189812","-94.560283","26","27","25","NULL","www.jbu.edu","0.7711","25324","25324",110000,"1173","540","590","NULL","85.8399963378906","5.01000022888183","1.55999994277954","6.51999998092651"
"159","Career Academy of Hair Design","Springdale","AR","36.167605","-94.12947","NULL","NULL","NULL","NULL","www.beautynwa.com","NULL","NULL","NULL",2341700,"NULL","NULL","NULL","NULL","88.4700012207031","2.24000000953674","1.29999995231628","8.60999965667724"
"160","Academy of Salon and Spa","Fort Smith","AR","35.38097","-94.41616","NULL","NULL","NULL","NULL","www.academysalonspa.com","NULL","NULL","NULL",1074100,"NULL","NULL","NULL","NULL","85.9800033569336","3.40000009536743","1.8400000333786","5.30000019073486"
"161","Arkansas State University Mid-South","West Memphis","AR","35.145736","-90.22285","NULL","NULL","NULL","NULL","www.asumidsouth.edu","NULL","2554","2554",2348200,"NULL","NULL","NULL","NULL","51.4000015258789","46.4300003051757","0.47999998927116","1.5"
"162","Arkansas Northeastern College","Blytheville","AR","35.898597","-89.921005","NULL","NULL","NULL","NULL","www.anc.edu","NULL","2206","3886",1286000,"NULL","NULL","NULL","NULL","72.0899963378906","25.2600002288818","0.34999999403953","2.03999996185302"
"163","New Tyler Barber College Inc","North Little Rock","AR","34.760085","-92.254171","NULL","NULL","NULL","NULL","newtylerbarbercollege.edu","NULL","NULL","NULL",2284200,"NULL","NULL","NULL","NULL","55.2000007629394","41.1300010681152","0.87000000476837","2.33999991416931"
"164","North Arkansas College","Harrison","AR","36.219909","-93.08844","NULL","NULL","NULL","NULL","www.northark.edu","NULL","2088","4368",1226100,"NULL","NULL","NULL","NULL","95.6999969482422","0.99000000953674","0.30000001192092","2.66000008583068"
"165","Northwest Technical Institute","Springdale","AR","36.178032","-94.115346","NULL","NULL","NULL","NULL","www.nwti.edu","NULL","2321","2321",2073700,"NULL","NULL","NULL","NULL","89.3399963378906","1.48000001907348","1.19000005722045","8.14000034332275"
"166","Ouachita Baptist University","Arkadelphia","AR","34.126093","-93.052471","25","26","23","NULL","www.obu.edu","0.6688","24940","24940",110200,"1116","535","540","NULL","78.9899978637695","12.7799997329711","2.36999988555908","7.63000011444091"
"167","College of the Ouachitas","Malvern","AR","34.378745","-92.821416","NULL","NULL","NULL","NULL","www.coto.edu","NULL","3620","6410",997600,"NULL","NULL","NULL","NULL","85.4400024414062","11.8800001144409","0.36000001430511","1.57000005245208"
"168","Ozarka College","Melbourne","AR","36.053031","-91.896355","NULL","NULL","NULL","NULL","www.ozarka.edu","NULL","2776","5128",2087000,"NULL","NULL","NULL","NULL","96.9000015258789","0.62999999523162","0.15000000596046","1.01999998092651"
"169","University of the Ozarks","Clarksville","AR","35.476278","-93.467221","22","21","21","NULL","https://www.ozarks.edu","0.8682","23750","23750",109400,"999","480","445","NULL","85.8000030517578","6.57000017166137","1.12999999523162","7.28000020980835"
"170","University of Arkansas Community College-Morrilton","Morrilton","AR","35.172136","-92.728507","20","20","20","NULL","www.uaccm.edu","0.7719","2996","3980",524500,"950","435","430","NULL","90.1399993896484","6.32999992370605","0.43000000715255","2.34999990463256"
"171","Philander Smith College","Little Rock","AR","34.737131","-92.283015","NULL","NULL","NULL","NULL","https://www.philander.edu","NULL","12714","12714",110300,"NULL","NULL","NULL","NULL","48.0800018310547","46.1599998474121","1.41999995708465","4.92999982833862"
"172","Phillips Community College of the University of Arkansas","Helena","AR","34.546155","-90.616884","NULL","NULL","NULL","NULL","www.pccua.edu","NULL","2720","4520",110400,"NULL","NULL","NULL","NULL","53.4700012207031","44.6599998474121","0.36000001430511","1.46000003814697"
"173","Southeast Arkansas College","Pine Bluff","AR","34.210309","-92.025936","NULL","NULL","NULL","NULL","www.seark.edu","NULL","3190","5830",570700,"NULL","NULL","NULL","NULL","54.060001373291","43.7999992370605","0.55000001192092","1.24000000953674"
"174","Professional Cosmetology Education Center","El Dorado","AR","33.216032","-92.664101","NULL","NULL","NULL","NULL","www.pcec.edu","NULL","NULL","NULL",2202400,"NULL","NULL","NULL","NULL","64.4700012207031","33.75","0.28999999165534","1.0900000333786"
"175","University of Arkansas-Pulaski Technical College","North Little Rock","AR","34.782783","-92.299184","NULL","NULL","NULL","NULL","www.uaptc.edu","NULL","5011","6151",2075300,"NULL","NULL","NULL","NULL","63.7099990844726","32.4300003051757","0.9200000166893","2.48000001907348"
"176","University of Arkansas Community College-Hope","Hope","AR","33.641665","-93.596762","NULL","NULL","NULL","NULL","www.uacch.edu","NULL","2540","4970",573200,"NULL","NULL","NULL","NULL","67.0100021362304","28.75","0.23000000417232","4.67999982833862"
